,puzzle,difficulty,results,solution
232,....83..96...27.8...3..........6..7..6....5.4.594....27.....2..3..95......8.4...5,3,"(3, 0)","[4, 7, 2, 1, 8, 3, 6, 5, 9, 6, 9, 1, 5, 2, 7, 4, 8, 3, 5, 8, 3, 6, 9, 4, 7, 2, 1, 1, 3, 4, 2, 6, 5, 9, 7, 8, 2, 6, 7, 8, 3, 9, 5, 1, 4, 8, 5, 9, 4, 7, 1, 3, 6, 2, 7, 4, 5, 3, 1, 8, 2, 9, 6, 3, 1, 6, 9, 5, 2, 8, 4, 7, 9, 2, 8, 7, 4, 6, 1, 3, 5]"
233,1....9.....28..56..9.67.2...........5.6...71.9..3........72.....2.9..64......41..,3,"(9, 4)","[1, 6, 5, 2, 3, 9, 8, 7, 4, 3, 7, 2, 8, 4, 1, 5, 6, 9, 8, 9, 4, 6, 7, 5, 2, 3, 1, 2, 4, 3, 1, 5, 7, 9, 8, 6, 5, 8, 6, 4, 9, 2, 7, 1, 3, 9, 1, 7, 3, 6, 8, 4, 5, 2, 4, 5, 1, 7, 2, 6, 3, 9, 8, 7, 2, 8, 9, 1, 3, 6, 4, 5, 6, 3, 9, 5, 8, 4, 1, 2, 7]"
234,5......3..4...35...7...8.2..5....87....2.9.......1.......3...4..827.1..3..9.6....,3,"(10, 3)","[5, 9, 8, 1, 2, 6, 7, 3, 4, 2, 4, 6, 9, 7, 3, 5, 1, 8, 1, 7, 3, 5, 4, 8, 9, 2, 6, 9, 5, 1, 6, 3, 4, 8, 7, 2, 8, 3, 7, 2, 5, 9, 4, 6, 1, 6, 2, 4, 8, 1, 7, 3, 9, 5, 7, 6, 5, 3, 8, 2, 1, 4, 9, 4, 8, 2, 7, 9, 1, 6, 5, 3, 3, 1, 9, 4, 6, 5, 2, 8, 7]"
235,.3...5.87.8.6.......5..86....27.....96..2....7.....4.....1.3..4..92....8.......93,3,"(11, 2)","[2, 3, 6, 9, 4, 5, 1, 8, 7, 4, 8, 7, 6, 1, 2, 3, 5, 9, 1, 9, 5, 3, 7, 8, 6, 4, 2, 8, 4, 2, 7, 5, 6, 9, 3, 1, 9, 6, 3, 4, 2, 1, 8, 7, 5, 7, 5, 1, 8, 3, 9, 4, 2, 6, 5, 2, 8, 1, 9, 3, 7, 6, 4, 3, 7, 9, 2, 6, 4, 5, 1, 8, 6, 1, 4, 5, 8, 7, 2, 9, 3]"
236,.....9........457....15..96..49..6.27....6..8....81..39...18....2......58.3...4..,3,"(11, 4)","[1, 5, 6, 3, 7, 9, 8, 2, 4, 3, 9, 2, 8, 6, 4, 5, 7, 1, 4, 7, 8, 1, 5, 2, 3, 9, 6, 5, 8, 4, 9, 3, 7, 6, 1, 2, 7, 3, 1, 2, 4, 6, 9, 5, 8, 2, 6, 9, 5, 8, 1, 7, 4, 3, 9, 4, 5, 6, 1, 8, 2, 3, 7, 6, 2, 7, 4, 9, 3, 1, 8, 5, 8, 1, 3, 7, 2, 5, 4, 6, 9]"
237,.4...21...7......4......9.5..867.....3...4.....51.......7.298..6...5....8...6..32,3,"(17, 33)","[5, 4, 3, 9, 8, 2, 1, 7, 6, 2, 7, 9, 5, 1, 6, 3, 8, 4, 1, 8, 6, 3, 4, 7, 9, 2, 5, 9, 2, 8, 6, 7, 5, 4, 1, 3, 7, 3, 1, 2, 9, 4, 6, 5, 8, 4, 6, 5, 1, 3, 8, 2, 9, 7, 3, 5, 7, 4, 2, 9, 8, 6, 1, 6, 1, 2, 8, 5, 3, 7, 4, 9, 8, 9, 4, 7, 6, 1, 5, 3, 2]"
238,2....61.8.1...8.....8..9.4...5.3...2.4.7..6...8....9.36.9...8...7.....2....5.....,3,"(12, 4)","[2, 9, 7, 4, 5, 6, 1, 3, 8, 4, 1, 6, 3, 2, 8, 5, 9, 7, 3, 5, 8, 1, 7, 9, 2, 4, 6, 7, 6, 5, 9, 3, 1, 4, 8, 2, 9, 4, 3, 7, 8, 2, 6, 1, 5, 1, 8, 2, 6, 4, 5, 9, 7, 3, 6, 3, 9, 2, 1, 7, 8, 5, 4, 5, 7, 1, 8, 6, 4, 3, 2, 9, 8, 2, 4, 5, 9, 3, 7, 6, 1]"
239,.65...32..2.8....11....76.......5.4...1......45....83..32.9.5....91........2.....,3,"(6, 1)","[8, 6, 5, 9, 4, 1, 3, 2, 7, 9, 2, 7, 8, 3, 6, 4, 5, 1, 1, 4, 3, 5, 2, 7, 6, 9, 8, 2, 7, 8, 3, 6, 5, 1, 4, 9, 3, 9, 1, 4, 8, 2, 7, 6, 5, 4, 5, 6, 7, 1, 9, 8, 3, 2, 7, 3, 2, 6, 9, 8, 5, 1, 4, 6, 8, 9, 1, 5, 4, 2, 7, 3, 5, 1, 4, 2, 7, 3, 9, 8, 6]"
240,.......8...235.....4.7..9...1........7.69....36...4.7.5.....14.1..2..7.....93...5,3,"(9, 3)","[6, 5, 1, 4, 2, 9, 3, 8, 7, 7, 9, 2, 3, 5, 8, 4, 6, 1, 8, 4, 3, 7, 1, 6, 9, 5, 2, 9, 1, 4, 5, 7, 2, 8, 3, 6, 2, 7, 8, 6, 9, 3, 5, 1, 4, 3, 6, 5, 1, 8, 4, 2, 7, 9, 5, 2, 9, 8, 6, 7, 1, 4, 3, 1, 3, 6, 2, 4, 5, 7, 9, 8, 4, 8, 7, 9, 3, 1, 6, 2, 5]"
241,......54749.6..2...............41....2.....61.4.8..3..68...3..27....5.........95.,3,"(11, 5)","[3, 6, 1, 9, 8, 2, 5, 4, 7, 4, 9, 8, 6, 5, 7, 2, 1, 3, 5, 7, 2, 1, 3, 4, 6, 8, 9, 9, 5, 6, 3, 4, 1, 7, 2, 8, 8, 2, 3, 5, 7, 9, 4, 6, 1, 1, 4, 7, 8, 2, 6, 3, 9, 5, 6, 8, 5, 4, 9, 3, 1, 7, 2, 7, 1, 9, 2, 6, 5, 8, 3, 4, 2, 3, 4, 7, 1, 8, 9, 5, 6]"
242,..6.........25..7....3.7.2.....1..548.2.4......3..91...51.........1....97.9..2...,3,"(7, 3)","[2, 7, 6, 9, 8, 1, 5, 4, 3, 1, 3, 8, 2, 5, 4, 9, 7, 6, 4, 9, 5, 3, 6, 7, 8, 2, 1, 9, 6, 7, 8, 1, 3, 2, 5, 4, 8, 1, 2, 5, 4, 6, 3, 9, 7, 5, 4, 3, 7, 2, 9, 1, 6, 8, 6, 5, 1, 4, 9, 8, 7, 3, 2, 3, 2, 4, 1, 7, 5, 6, 8, 9, 7, 8, 9, 6, 3, 2, 4, 1, 5]"
243,.......95..5.7........3..181..2.....5.9.41.6..74..5....2....8...1.9.6.4.....1....,3,"(5, 1)","[3, 4, 1, 6, 8, 2, 7, 9, 5, 6, 8, 5, 1, 7, 9, 4, 3, 2, 7, 9, 2, 5, 3, 4, 6, 1, 8, 1, 6, 8, 2, 9, 7, 3, 5, 4, 5, 3, 9, 8, 4, 1, 2, 6, 7, 2, 7, 4, 3, 6, 5, 1, 8, 9, 9, 2, 6, 4, 5, 3, 8, 7, 1, 8, 1, 7, 9, 2, 6, 5, 4, 3, 4, 5, 3, 7, 1, 8, 9, 2, 6]"
244,9....7....16.....4.4...896.6.4..9.3...83........56.2..4...........1..8.3..7......,3,"(8, 4)","[9, 5, 2, 6, 4, 7, 3, 1, 8, 8, 1, 6, 9, 5, 3, 7, 2, 4, 7, 4, 3, 2, 1, 8, 9, 6, 5, 6, 2, 4, 7, 8, 9, 5, 3, 1, 5, 7, 8, 3, 2, 1, 4, 9, 6, 3, 9, 1, 5, 6, 4, 2, 8, 7, 4, 3, 5, 8, 9, 6, 1, 7, 2, 2, 6, 9, 1, 7, 5, 8, 4, 3, 1, 8, 7, 4, 3, 2, 6, 5, 9]"
245,.......4...5.86.1....41.7...1.9..........38.738.....51.6..7...873....4....8.9....,3,"(12, 5)","[8, 7, 1, 2, 3, 9, 5, 4, 6, 9, 4, 5, 7, 8, 6, 2, 1, 3, 6, 2, 3, 4, 1, 5, 7, 8, 9, 2, 1, 7, 9, 5, 8, 3, 6, 4, 5, 9, 6, 1, 4, 3, 8, 2, 7, 3, 8, 4, 6, 2, 7, 9, 5, 1, 4, 6, 9, 5, 7, 2, 1, 3, 8, 7, 3, 2, 8, 6, 1, 4, 9, 5, 1, 5, 8, 3, 9, 4, 6, 7, 2]"
246,.........9.....31...5..8..67..16....1..7.52.....3.2.9..76.5....4....9....8.6.7...,3,"(6, 3)","[8, 6, 1, 9, 7, 3, 4, 2, 5, 9, 2, 7, 5, 4, 6, 3, 1, 8, 3, 4, 5, 2, 1, 8, 9, 7, 6, 7, 9, 2, 1, 6, 4, 5, 8, 3, 1, 3, 8, 7, 9, 5, 2, 6, 4, 6, 5, 4, 3, 8, 2, 7, 9, 1, 2, 7, 6, 4, 5, 1, 8, 3, 9, 4, 1, 3, 8, 2, 9, 6, 5, 7, 5, 8, 9, 6, 3, 7, 1, 4, 2]"
247,.......2.....23..7.4...1...7.64....8..45....6..9...3.....3.8.9..8..7.46.19.6..7..,3,"(2, 0)","[9, 7, 3, 8, 6, 4, 1, 2, 5, 6, 5, 1, 9, 2, 3, 8, 4, 7, 2, 4, 8, 7, 5, 1, 6, 3, 9, 7, 1, 6, 4, 3, 2, 9, 5, 8, 8, 3, 4, 5, 9, 7, 2, 1, 6, 5, 2, 9, 1, 8, 6, 3, 7, 4, 4, 6, 7, 3, 1, 8, 5, 9, 2, 3, 8, 5, 2, 7, 9, 4, 6, 1, 1, 9, 2, 6, 4, 5, 7, 8, 3]"
248,3..4.2.1.......29..89....3.1......7.59...4.....4..16...1.....279...8........3...1,3,"(25, 68)","[3, 7, 6, 4, 9, 2, 5, 1, 8, 4, 5, 1, 3, 7, 8, 2, 9, 6, 2, 8, 9, 6, 1, 5, 7, 3, 4, 1, 6, 8, 9, 5, 3, 4, 7, 2, 5, 9, 2, 7, 6, 4, 1, 8, 3, 7, 3, 4, 8, 2, 1, 6, 5, 9, 6, 1, 3, 5, 4, 9, 8, 2, 7, 9, 2, 7, 1, 8, 6, 3, 4, 5, 8, 4, 5, 2, 3, 7, 9, 6, 1]"
249,....4.....6....498.7.....5.4....237...98.........69....2....1.6...7.5..33......8.,3,"(3, 0)","[8, 1, 5, 9, 4, 6, 7, 3, 2, 2, 6, 3, 5, 7, 1, 4, 9, 8, 9, 7, 4, 2, 8, 3, 6, 5, 1, 4, 8, 6, 1, 5, 2, 3, 7, 9, 1, 5, 9, 8, 3, 7, 2, 6, 4, 7, 3, 2, 4, 6, 9, 8, 1, 5, 5, 2, 7, 3, 9, 8, 1, 4, 6, 6, 4, 8, 7, 1, 5, 9, 2, 3, 3, 9, 1, 6, 2, 4, 5, 8, 7]"
250,.5.3.......1.9..4...21..8..9...2.5.3.7........8....42..3..4.1...4...576.7..6.....,3,"(7, 3)","[4, 5, 7, 3, 6, 8, 2, 9, 1, 8, 6, 1, 5, 9, 2, 3, 4, 7, 3, 9, 2, 1, 7, 4, 8, 5, 6, 9, 1, 4, 8, 2, 6, 5, 7, 3, 2, 7, 3, 4, 5, 9, 6, 1, 8, 5, 8, 6, 7, 1, 3, 4, 2, 9, 6, 3, 9, 2, 4, 7, 1, 8, 5, 1, 4, 8, 9, 3, 5, 7, 6, 2, 7, 2, 5, 6, 8, 1, 9, 3, 4]"
251,..1..9.....2.5.47.53.....2..8..........4..7..6...7.51.4..1...5..9.5..8..2..6.....,3,"(10, 7)","[7, 4, 1, 8, 2, 9, 3, 6, 5, 8, 6, 2, 3, 5, 1, 4, 7, 9, 5, 3, 9, 7, 6, 4, 1, 2, 8, 3, 8, 7, 2, 1, 5, 6, 9, 4, 9, 1, 5, 4, 3, 6, 7, 8, 2, 6, 2, 4, 9, 7, 8, 5, 1, 3, 4, 7, 8, 1, 9, 3, 2, 5, 6, 1, 9, 6, 5, 4, 2, 8, 3, 7, 2, 5, 3, 6, 8, 7, 9, 4, 1]"
252,4.2.5..6.7...4.5....96.......43...9..81..2....26.14........762...5.9.4...........,3,"(4, 1)","[4, 1, 2, 7, 5, 8, 9, 6, 3, 7, 6, 3, 1, 4, 9, 5, 8, 2, 8, 5, 9, 6, 2, 3, 7, 1, 4, 5, 7, 4, 3, 8, 6, 2, 9, 1, 9, 8, 1, 5, 7, 2, 3, 4, 6, 3, 2, 6, 9, 1, 4, 8, 5, 7, 1, 9, 8, 4, 3, 7, 6, 2, 5, 6, 3, 5, 2, 9, 1, 4, 7, 8, 2, 4, 7, 8, 6, 5, 1, 3, 9]"
253,7...8....9.23...5.....6.......8..32..6..5..7...5.4.........9..71.........8.....46,3,"(5, 0)","[7, 1, 6, 5, 8, 4, 2, 9, 3, 9, 4, 2, 3, 1, 7, 6, 5, 8, 5, 3, 8, 9, 6, 2, 7, 1, 4, 4, 7, 1, 8, 9, 6, 3, 2, 5, 8, 6, 9, 2, 5, 3, 4, 7, 1, 3, 2, 5, 7, 4, 1, 8, 6, 9, 6, 5, 3, 4, 2, 9, 1, 8, 7, 1, 9, 4, 6, 7, 8, 5, 3, 2, 2, 8, 7, 1, 3, 5, 9, 4, 6]"
254,..19...2.4.......9..5..83...7...18.51..3..........5..7......4..2.986.......21.6..,3,"(10, 3)","[7, 8, 1, 9, 4, 3, 5, 2, 6, 4, 2, 3, 1, 5, 6, 7, 8, 9, 9, 6, 5, 7, 2, 8, 3, 4, 1, 6, 7, 2, 4, 9, 1, 8, 3, 5, 1, 5, 8, 3, 7, 2, 9, 6, 4, 3, 9, 4, 6, 8, 5, 2, 1, 7, 8, 1, 6, 5, 3, 9, 4, 7, 2, 2, 4, 9, 8, 6, 7, 1, 5, 3, 5, 3, 7, 2, 1, 4, 6, 9, 8]"
255,3.8........7..28.4....75....89...6..6.4....1.1..5.8....96....25.....3..9.1.......,3,"(13, 5)","[3, 2, 8, 4, 9, 6, 7, 5, 1, 9, 5, 7, 3, 1, 2, 8, 6, 4, 4, 6, 1, 8, 7, 5, 2, 9, 3, 5, 8, 9, 7, 4, 1, 6, 3, 2, 6, 7, 4, 2, 3, 9, 5, 1, 8, 1, 3, 2, 5, 6, 8, 9, 4, 7, 7, 9, 6, 1, 8, 4, 3, 2, 5, 8, 4, 5, 6, 2, 3, 1, 7, 9, 2, 1, 3, 9, 5, 7, 4, 8, 6]"
256,1.6.5....9.....24...47...56........1..9...3..4..3.86......7.5.4.91...........2.7.,3,"(4, 0)","[1, 2, 6, 8, 5, 4, 7, 3, 9, 9, 5, 7, 6, 3, 1, 2, 4, 8, 3, 8, 4, 7, 2, 9, 1, 5, 6, 5, 6, 3, 2, 9, 7, 4, 8, 1, 8, 1, 9, 4, 6, 5, 3, 2, 7, 4, 7, 2, 3, 1, 8, 6, 9, 5, 2, 3, 8, 9, 7, 6, 5, 1, 4, 7, 9, 1, 5, 4, 3, 8, 6, 2, 6, 4, 5, 1, 8, 2, 9, 7, 3]"
257,43..6...765..2...8...8......691.....5......2.1...4...92...54.1.......9.5.....8.4.,3,"(15, 6)","[4, 3, 8, 9, 6, 1, 2, 5, 7, 6, 5, 1, 4, 2, 7, 3, 9, 8, 9, 7, 2, 8, 3, 5, 4, 6, 1, 7, 6, 9, 1, 8, 2, 5, 3, 4, 5, 8, 4, 3, 7, 9, 1, 2, 6, 1, 2, 3, 5, 4, 6, 7, 8, 9, 2, 9, 7, 6, 5, 4, 8, 1, 3, 8, 4, 6, 2, 1, 3, 9, 7, 5, 3, 1, 5, 7, 9, 8, 6, 4, 2]"
258,..........91..63...7..23.5.7.....6..3.82...4..1......25...8.....2.....9...3.951..,3,"(9, 4)","[8, 3, 5, 9, 1, 7, 2, 6, 4, 2, 9, 1, 5, 4, 6, 3, 8, 7, 6, 7, 4, 8, 2, 3, 9, 5, 1, 7, 4, 2, 3, 5, 9, 6, 1, 8, 3, 5, 8, 2, 6, 1, 7, 4, 9, 9, 1, 6, 4, 7, 8, 5, 3, 2, 5, 6, 9, 1, 8, 2, 4, 7, 3, 1, 2, 7, 6, 3, 4, 8, 9, 5, 4, 8, 3, 7, 9, 5, 1, 2, 6]"
259,19.........81..3...2......68..35.1....5..1.9........7.4.9.......3..42.6.5..7.....,3,"(3, 0)","[1, 9, 7, 4, 3, 6, 5, 8, 2, 6, 5, 8, 1, 2, 7, 3, 4, 9, 3, 2, 4, 9, 8, 5, 7, 1, 6, 8, 7, 6, 3, 5, 9, 1, 2, 4, 2, 4, 5, 8, 7, 1, 6, 9, 3, 9, 1, 3, 2, 6, 4, 8, 7, 5, 4, 8, 9, 6, 1, 3, 2, 5, 7, 7, 3, 1, 5, 4, 2, 9, 6, 8, 5, 6, 2, 7, 9, 8, 4, 3, 1]"
260,4.....8....38.....6...3.9.4.6..7...592......6.....1....5.19.6..1..3...7...87..5..,3,"(14, 5)","[4, 7, 9, 2, 1, 6, 8, 5, 3, 5, 1, 3, 8, 4, 9, 2, 6, 7, 6, 8, 2, 5, 3, 7, 9, 1, 4, 8, 6, 1, 9, 7, 2, 3, 4, 5, 9, 2, 7, 4, 5, 3, 1, 8, 6, 3, 4, 5, 6, 8, 1, 7, 2, 9, 7, 5, 4, 1, 9, 8, 6, 3, 2, 1, 9, 6, 3, 2, 5, 4, 7, 8, 2, 3, 8, 7, 6, 4, 5, 9, 1]"
261,......13.1...52..6..463.7.5......8.7..5......29.7.8....58..3....1.....6.9...2....,3,"(8, 3)","[5, 6, 9, 4, 8, 7, 1, 3, 2, 1, 3, 7, 9, 5, 2, 4, 8, 6, 8, 2, 4, 6, 3, 1, 7, 9, 5, 6, 4, 1, 3, 9, 5, 8, 2, 7, 7, 8, 5, 2, 1, 6, 9, 4, 3, 2, 9, 3, 7, 4, 8, 6, 5, 1, 4, 5, 8, 1, 6, 3, 2, 7, 9, 3, 1, 2, 8, 7, 9, 5, 6, 4, 9, 7, 6, 5, 2, 4, 3, 1, 8]"
262,....3...9..5.786...7..9....8.....963....5.2...6.8....4.........6..7.5...7.21..3..,3,"(15, 21)","[1, 2, 6, 5, 3, 4, 7, 8, 9, 9, 4, 5, 2, 7, 8, 6, 3, 1, 3, 7, 8, 6, 9, 1, 4, 2, 5, 8, 5, 1, 4, 2, 7, 9, 6, 3, 4, 3, 7, 9, 5, 6, 2, 1, 8, 2, 6, 9, 8, 1, 3, 5, 7, 4, 5, 1, 4, 3, 6, 2, 8, 9, 7, 6, 9, 3, 7, 8, 5, 1, 4, 2, 7, 8, 2, 1, 4, 9, 3, 5, 6]"
263,3.......9.......65...78....56.89.4.........7...2..6..1...9..2..2..43.95.7...2...8,3,"(4, 0)","[3, 7, 4, 6, 5, 2, 1, 8, 9, 9, 2, 8, 3, 1, 4, 7, 6, 5, 6, 5, 1, 7, 8, 9, 3, 2, 4, 5, 6, 7, 8, 9, 1, 4, 3, 2, 1, 8, 9, 2, 4, 3, 5, 7, 6, 4, 3, 2, 5, 7, 6, 8, 9, 1, 8, 4, 5, 9, 6, 7, 2, 1, 3, 2, 1, 6, 4, 3, 8, 9, 5, 7, 7, 9, 3, 1, 2, 5, 6, 4, 8]"
264,...81.....1.....6...873..2.....6.5..3..19.....75...4..........97....42..1......3.,3,"(24, 47)","[5, 6, 3, 8, 1, 2, 9, 4, 7, 2, 1, 7, 5, 4, 9, 3, 6, 8, 4, 9, 8, 7, 3, 6, 1, 2, 5, 8, 2, 1, 4, 6, 7, 5, 9, 3, 3, 4, 6, 1, 9, 5, 8, 7, 2, 9, 7, 5, 2, 8, 3, 4, 1, 6, 6, 8, 4, 3, 2, 1, 7, 5, 9, 7, 3, 9, 6, 5, 4, 2, 8, 1, 1, 5, 2, 9, 7, 8, 6, 3, 4]"
265,.....1..4.27......1..6.3...36.7.....9...5....8...345........41..51...78......26.9,3,"(6, 2)","[5, 3, 6, 2, 7, 1, 8, 9, 4, 4, 2, 7, 8, 9, 5, 1, 3, 6, 1, 8, 9, 6, 4, 3, 2, 7, 5, 3, 6, 5, 7, 2, 8, 9, 4, 1, 9, 7, 4, 1, 5, 6, 3, 2, 8, 8, 1, 2, 9, 3, 4, 5, 6, 7, 6, 9, 3, 5, 8, 7, 4, 1, 2, 2, 5, 1, 4, 6, 9, 7, 8, 3, 7, 4, 8, 3, 1, 2, 6, 5, 9]"
266,.8...3...5.19...3...46..8......6...8.5..1..4.3.7..8...1....6..24...21....7....5..,3,"(6, 2)","[6, 8, 9, 1, 7, 3, 2, 5, 4, 5, 2, 1, 9, 8, 4, 7, 3, 6, 7, 3, 4, 6, 5, 2, 8, 1, 9, 9, 4, 2, 3, 6, 5, 1, 7, 8, 8, 5, 6, 2, 1, 7, 9, 4, 3, 3, 1, 7, 4, 9, 8, 6, 2, 5, 1, 9, 5, 7, 3, 6, 4, 8, 2, 4, 6, 8, 5, 2, 1, 3, 9, 7, 2, 7, 3, 8, 4, 9, 5, 6, 1]"
267,2....5......4..8.3.1....2.9.6....4..8.5...7..4...6.........738.9.3.2.....7.5...9.,3,"(14, 20)","[2, 3, 8, 9, 7, 5, 1, 4, 6, 6, 5, 9, 4, 1, 2, 8, 7, 3, 7, 1, 4, 3, 8, 6, 2, 5, 9, 3, 6, 1, 7, 5, 9, 4, 2, 8, 8, 9, 5, 2, 4, 3, 7, 6, 1, 4, 2, 7, 8, 6, 1, 9, 3, 5, 5, 4, 6, 1, 9, 7, 3, 8, 2, 9, 8, 3, 6, 2, 4, 5, 1, 7, 1, 7, 2, 5, 3, 8, 6, 9, 4]"
268,...5..9.8.65..1...9..374..........9.6....3.1.31.6.84..4.....2......8..4...1..7...,3,"(2, 0)","[1, 4, 3, 5, 6, 2, 9, 7, 8, 7, 6, 5, 8, 9, 1, 3, 2, 4, 9, 8, 2, 3, 7, 4, 1, 6, 5, 8, 2, 4, 7, 1, 5, 6, 9, 3, 6, 5, 7, 9, 4, 3, 8, 1, 2, 3, 1, 9, 6, 2, 8, 4, 5, 7, 4, 7, 8, 1, 5, 6, 2, 3, 9, 5, 3, 6, 2, 8, 9, 7, 4, 1, 2, 9, 1, 4, 3, 7, 5, 8, 6]"
269,..1..7.3.6...2.....4.86.........876...7.4...5.......123.5..2...2..79.6......8.2.3,3,"(6, 2)","[8, 2, 1, 9, 5, 7, 4, 3, 6, 6, 5, 9, 3, 2, 4, 1, 8, 7, 7, 4, 3, 8, 6, 1, 5, 2, 9, 5, 9, 2, 1, 3, 8, 7, 6, 4, 1, 3, 7, 2, 4, 6, 8, 9, 5, 4, 6, 8, 5, 7, 9, 3, 1, 2, 3, 7, 5, 6, 1, 2, 9, 4, 8, 2, 8, 4, 7, 9, 3, 6, 5, 1, 9, 1, 6, 4, 8, 5, 2, 7, 3]"
270,3..2............12....1.54.....3..89..7.9.3..1..5.....96..5.8.1.3.7.....5....6...,3,"(16, 39)","[3, 1, 9, 2, 4, 5, 7, 6, 8, 6, 4, 5, 8, 7, 3, 9, 1, 2, 7, 2, 8, 6, 1, 9, 5, 4, 3, 2, 5, 6, 4, 3, 7, 1, 8, 9, 4, 8, 7, 1, 9, 2, 3, 5, 6, 1, 9, 3, 5, 6, 8, 4, 2, 7, 9, 6, 2, 3, 5, 4, 8, 7, 1, 8, 3, 4, 7, 2, 1, 6, 9, 5, 5, 7, 1, 9, 8, 6, 2, 3, 4]"
271,.97.......6....8.....61..2...8.4.6..9417..3..7..2...8.4.9..1........9.3.........6,3,"(12, 5)","[1, 9, 7, 8, 3, 2, 5, 6, 4, 2, 6, 4, 9, 5, 7, 8, 1, 3, 8, 5, 3, 6, 1, 4, 7, 2, 9, 5, 2, 8, 1, 4, 3, 6, 9, 7, 9, 4, 1, 7, 8, 6, 3, 5, 2, 7, 3, 6, 2, 9, 5, 4, 8, 1, 4, 8, 9, 3, 6, 1, 2, 7, 5, 6, 7, 5, 4, 2, 9, 1, 3, 8, 3, 1, 2, 5, 7, 8, 9, 4, 6]"
272,1...84.6...4.......7.5.24.....31..9......85....9....2.68...57..93.........56.....,3,"(10, 4)","[1, 9, 2, 7, 8, 4, 3, 6, 5, 8, 5, 4, 1, 6, 3, 9, 7, 2, 3, 7, 6, 5, 9, 2, 4, 8, 1, 5, 2, 8, 3, 1, 7, 6, 9, 4, 4, 6, 3, 9, 2, 8, 5, 1, 7, 7, 1, 9, 4, 5, 6, 8, 2, 3, 6, 8, 1, 2, 3, 5, 7, 4, 9, 9, 3, 7, 8, 4, 1, 2, 5, 6, 2, 4, 5, 6, 7, 9, 1, 3, 8]"
273,8...4....25.....3...936......8.....5.....891.6...9...24.....7.1..5.3.8.......2...,3,"(12, 5)","[8, 3, 6, 2, 4, 1, 5, 9, 7, 2, 5, 4, 7, 8, 9, 1, 3, 6, 7, 1, 9, 3, 6, 5, 2, 4, 8, 3, 9, 8, 1, 2, 4, 6, 7, 5, 5, 4, 2, 6, 7, 8, 9, 1, 3, 6, 7, 1, 5, 9, 3, 4, 8, 2, 4, 8, 3, 9, 5, 6, 7, 2, 1, 1, 2, 5, 4, 3, 7, 8, 6, 9, 9, 6, 7, 8, 1, 2, 3, 5, 4]"
274,8.2.9....3...1.67.71......81..82.7.......3.....4..92........3..2.......6.6..5.842,3,"(6, 2)","[8, 4, 2, 7, 9, 6, 5, 3, 1, 3, 9, 5, 2, 1, 8, 6, 7, 4, 7, 1, 6, 4, 3, 5, 9, 2, 8, 1, 3, 9, 8, 2, 4, 7, 6, 5, 6, 2, 8, 5, 7, 3, 4, 1, 9, 5, 7, 4, 1, 6, 9, 2, 8, 3, 4, 5, 1, 6, 8, 2, 3, 9, 7, 2, 8, 3, 9, 4, 7, 1, 5, 6, 9, 6, 7, 3, 5, 1, 8, 4, 2]"
275,2.59.....7...3..1..3...4.....4..1......7..5.1.6...974.........5...42.8..4.6....29,3,"(12, 4)","[2, 1, 5, 9, 6, 7, 3, 8, 4, 7, 4, 9, 5, 3, 8, 6, 1, 2, 6, 3, 8, 2, 1, 4, 9, 5, 7, 5, 7, 4, 6, 8, 1, 2, 9, 3, 9, 8, 3, 7, 4, 2, 5, 6, 1, 1, 6, 2, 3, 5, 9, 7, 4, 8, 8, 2, 7, 1, 9, 6, 4, 3, 5, 3, 9, 1, 4, 2, 5, 8, 7, 6, 4, 5, 6, 8, 7, 3, 1, 2, 9]"
276,..6...1.9.7...5..49..........5..4...8.....9...1..6.7....8.53...4.18..2......16.5.,3,"(7, 2)","[5, 2, 6, 3, 4, 8, 1, 7, 9, 1, 7, 3, 9, 2, 5, 6, 8, 4, 9, 8, 4, 6, 7, 1, 5, 2, 3, 6, 9, 5, 7, 8, 4, 3, 1, 2, 8, 4, 7, 1, 3, 2, 9, 6, 5, 3, 1, 2, 5, 6, 9, 7, 4, 8, 7, 6, 8, 2, 5, 3, 4, 9, 1, 4, 5, 1, 8, 9, 7, 2, 3, 6, 2, 3, 9, 4, 1, 6, 8, 5, 7]"
277,.7....2..5....3.1....9..............428...59..6....8377..65.4..8...9....1.6....5.,3,"(7, 2)","[6, 7, 3, 8, 1, 5, 2, 4, 9, 5, 4, 9, 2, 6, 3, 7, 1, 8, 2, 8, 1, 9, 4, 7, 3, 6, 5, 3, 1, 7, 5, 8, 9, 6, 2, 4, 4, 2, 8, 7, 3, 6, 5, 9, 1, 9, 6, 5, 1, 2, 4, 8, 3, 7, 7, 9, 2, 6, 5, 1, 4, 8, 3, 8, 5, 4, 3, 9, 2, 1, 7, 6, 1, 3, 6, 4, 7, 8, 9, 5, 2]"
